
###################################################################
###################################################################
###################################################################

Current time: 2023-09-05 07:48:08.911994

--------------------Hyperparameters--------------------

model: {'seqLeng': 60, 'input_dim': 8, 'output_dim': 1, 'in_moving_mean': False, 'decomp_kernel': [3, 6, 12], 'feature_wise_norm': False, 'nHidden': 128, 'rec_dropout': 0, 'num_layers': 2, 'activ': 'relu', 'cnn_dropout': 0, 'kernel_size': [3, 3], 'padding': [1, 1], 'stride': [1, 1], 'nb_filters': [16, 32], 'pooling': [1, 1], 'dropout': 0}

learning: {'nBatch': 24, 'lr': 0.001, 'max_epoch': 2000}

plot_corr: False

loss_plot_flag: True

save_losses: True

save_result: True

Model name: LSTM


--------------------Training Mode (Training and Validating)--------------------
Training on the interval from 20220101 to 20221231.
Validating on the interval from 20220101 to 20221231.

The number of parameter in model : 203016

Epoch [1/2000], Trn Loss: 395.6805, Val Loss: 402.6727 [(kW/hour)^2]
Epoch [2/2000], Trn Loss: 393.0230, Val Loss: 400.3286 [(kW/hour)^2]
Epoch [3/2000], Trn Loss: 390.2981, Val Loss: 397.7749 [(kW/hour)^2]
Epoch [4/2000], Trn Loss: 387.3299, Val Loss: 394.8392 [(kW/hour)^2]
Epoch [5/2000], Trn Loss: 383.9198, Val Loss: 391.2761 [(kW/hour)^2]
Epoch [6/2000], Trn Loss: 379.7828, Val Loss: 386.7252 [(kW/hour)^2]
Epoch [7/2000], Trn Loss: 374.5031, Val Loss: 380.6377 [(kW/hour)^2]
Epoch [8/2000], Trn Loss: 367.4391, Val Loss: 372.1800 [(kW/hour)^2]
Epoch [9/2000], Trn Loss: 357.6068, Val Loss: 360.4107 [(kW/hour)^2]
Epoch [10/2000], Trn Loss: 343.8355, Val Loss: 345.2245 [(kW/hour)^2]
Epoch [11/2000], Trn Loss: 325.7913, Val Loss: 328.5358 [(kW/hour)^2]
Epoch [12/2000], Trn Loss: 305.4045, Val Loss: 313.5064 [(kW/hour)^2]
Epoch [13/2000], Trn Loss: 286.2758, Val Loss: 302.0706 [(kW/hour)^2]
Epoch [14/2000], Trn Loss: 270.9162, Val Loss: 293.9884 [(kW/hour)^2]
Epoch [15/2000], Trn Loss: 259.4016, Val Loss: 288.0879 [(kW/hour)^2]
Epoch [16/2000], Trn Loss: 250.5679, Val Loss: 283.3387 [(kW/hour)^2]
Epoch [17/2000], Trn Loss: 243.2691, Val Loss: 279.3560 [(kW/hour)^2]
Epoch [18/2000], Trn Loss: 236.9671, Val Loss: 276.0444 [(kW/hour)^2]
Epoch [19/2000], Trn Loss: 231.5216, Val Loss: 273.3671 [(kW/hour)^2]
Epoch [20/2000], Trn Loss: 226.8902, Val Loss: 271.2668 [(kW/hour)^2]
Epoch [21/2000], Trn Loss: 223.0209, Val Loss: 269.6495 [(kW/hour)^2]
Epoch [22/2000], Trn Loss: 219.8146, Val Loss: 268.4179 [(kW/hour)^2]
Epoch [23/2000], Trn Loss: 217.1507, Val Loss: 267.4829 [(kW/hour)^2]
Epoch [24/2000], Trn Loss: 214.9217, Val Loss: 266.7686 [(kW/hour)^2]
Epoch [25/2000], Trn Loss: 213.0376, Val Loss: 266.2373 [(kW/hour)^2]
