¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,±‚ø¬(°∆C),±‚ø¬ QC«√∑°±◊,¥©¿˚∞≠ºˆ∑Æ(mm),«≥«‚(deg),«≥«‚ QC«√∑°±◊,«≥º”(m/s),«≥º” QC«√∑°±◊,«ˆ¡ˆ±‚æ–(hPa),«ˆ¡ˆ±‚æ– QC«√∑°±◊,«ÿ∏È±‚æ–(hPa),«ÿ∏È±‚æ– QC«√∑°±◊,Ω¿µµ(%),Ω¿µµ QC«√∑°±◊,¿œªÁ(MJ/m^2),¿œ¡∂(Sec)
90,º”√ ,2022-06-12 00:01,17.2,0,0,230.8,0,0,0,1013.7,0,1015.8,0,96,0,,0
90,º”√ ,2022-06-12 00:02,17.2,0,0,236.1,0,0,0,1013.7,0,1015.8,0,96,0,,0
90,º”√ ,2022-06-12 00:03,17.2,0,0,228,0,0,0,1013.7,0,1015.8,0,96,0,,0
90,º”√ ,2022-06-12 00:04,17.3,0,0,227.5,0,0,0,1013.7,0,1015.8,0,96,0,,0
90,º”√ ,2022-06-12 00:05,17.2,0,0,229.1,0,0,0,1013.6,0,1015.7,0,96,0,,0
90,º”√ ,2022-06-12 00:06,17.3,0,0,230.2,0,0,0,1013.6,0,1015.7,0,96,0,,0
90,º”√ ,2022-06-12 00:07,17.3,0,0,224.7,0,0,0,1013.6,0,1015.7,0,96,0,,0
90,º”√ ,2022-06-12 00:08,17.2,0,0,232.6,0,0,0,1013.6,0,1015.7,0,96,0,,0
90,º”√ ,2022-06-12 00:09,17.3,0,0,231.1,0,0,0,1013.6,0,1015.7,0,96,0,,0
90,º”√ ,2022-06-12 00:10,17.2,0,0,211.9,0,0,0,1013.6,0,1015.7,0,96,0,,0
90,º”√ ,2022-06-12 00:11,17.3,0,0,222.9,0,0,0,1013.6,0,1015.7,0,95.9,0,,0
90,º”√ ,2022-06-12 00:12,17.3,0,0,221,0,0,0,1013.6,0,1015.7,0,95.9,0,,0
90,º”√ ,2022-06-12 00:13,17.3,0,0,229.1,0,0,0,1013.6,0,1015.7,0,95.8,0,,0
90,º”√ ,2022-06-12 00:14,17.3,0,0,228.8,0,0,0,1013.6,0,1015.7,0,95.8,0,,0
90,º”√ ,2022-06-12 00:15,17.3,0,0,223.6,0,0,0,1013.6,0,1015.7,0,95.9,0,,0
90,º”√ ,2022-06-12 00:16,17.3,0,0,229.5,0,0,0,1013.6,0,1015.7,0,95.9,0,,0
90,º”√ ,2022-06-12 00:17,17.3,0,0,244.5,0,0,0,1013.6,0,1015.7,0,95.9,0,,0
90,º”√ ,2022-06-12 00:18,17.3,0,0,248.3,0,0,0,1013.6,0,1015.7,0,95.9,0,,0
90,º”√ ,2022-06-12 00:19,17.3,0,0,253.4,0,0,0,1013.6,0,1015.7,0,96,0,,0
90,º”√ ,2022-06-12 00:20,17.3,0,0,249.5,0,0,0,1013.6,0,1015.7,0,95.9,0,,0
90,º”√ ,2022-06-12 00:21,17.3,0,0,263.5,0,0,0,1013.6,0,1015.7,0,95.8,0,,0
90,º”√ ,2022-06-12 00:22,17.3,0,0,262.9,0,0,0,1013.6,0,1015.7,0,95.8,0,,0
90,º”√ ,2022-06-12 00:23,17.2,0,0,273.8,0,0,0,1013.6,0,1015.7,0,95.8,0,,0
90,º”√ ,2022-06-12 00:24,17.2,0,0,278.2,0,0,0,1013.6,0,1015.7,0,95.8,0,,0
90,º”√ ,2022-06-12 00:25,17.2,0,0,276.4,0,0,0,1013.6,0,1015.7,0,95.8,0,,0
90,º”√ ,2022-06-12 00:26,17.2,0,0,257.1,0,0,0,1013.5,0,1015.6,0,95.8,0,,0
90,º”√ ,2022-06-12 00:27,17.2,0,0,268.8,0,0,0,1013.5,0,1015.6,0,95.8,0,,0
90,º”√ ,2022-06-12 00:28,17.2,0,0,264,0,0,0,1013.5,0,1015.6,0,95.8,0,,0
90,º”√ ,2022-06-12 00:29,17.2,0,0,269.2,0,0,0,1013.5,0,1015.6,0,95.8,0,,0
90,º”√ ,2022-06-12 00:30,17.2,0,0,246.9,0,0,0,1013.5,0,1015.6,0,95.9,0,,0
90,º”√ ,2022-06-12 00:31,17.2,0,0,240.4,0,0,0,1013.5,0,1015.6,0,96,0,,0
90,º”√ ,2022-06-12 00:32,17.2,0,0,242.9,0,0,0,1013.4,0,1015.5,0,95.9,0,,0
90,º”√ ,2022-06-12 00:33,17.2,0,0,237.3,0,0,0,1013.4,0,1015.5,0,95.9,0,,0
