¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,±‚ø¬(°∆C),±‚ø¬ QC«√∑°±◊,¥©¿˚∞≠ºˆ∑Æ(mm),«≥«‚(deg),«≥«‚ QC«√∑°±◊,«≥º”(m/s),«≥º” QC«√∑°±◊,«ˆ¡ˆ±‚æ–(hPa),«ˆ¡ˆ±‚æ– QC«√∑°±◊,«ÿ∏È±‚æ–(hPa),«ÿ∏È±‚æ– QC«√∑°±◊,Ω¿µµ(%),Ω¿µµ QC«√∑°±◊,¿œªÁ(MJ/m^2),¿œ¡∂(Sec)
90,º”√ ,2022-05-02 00:01,10.1,0,0,267.9,0,1.5,0,1009.3,0,1011.4,0,62.5,0,,0
90,º”√ ,2022-05-02 00:02,10,0,0,274.8,0,1.5,0,1009.3,0,1011.4,0,62.9,0,,0
90,º”√ ,2022-05-02 00:03,9.9,0,0,277.3,0,1.6,0,1009.3,0,1011.4,0,63.4,0,,0
90,º”√ ,2022-05-02 00:04,9.8,0,0,277.3,0,1.5,0,1009.3,0,1011.4,0,64,0,,0
90,º”√ ,2022-05-02 00:05,9.8,0,0,265,0,1.2,0,1009.3,0,1011.4,0,64.2,0,,0
90,º”√ ,2022-05-02 00:06,9.8,0,0,273.5,0,1,0,1009.3,0,1011.4,0,64.2,0,,0
90,º”√ ,2022-05-02 00:07,9.8,0,0,268.8,0,1.2,0,1009.3,0,1011.4,0,64.1,0,,0
90,º”√ ,2022-05-02 00:08,9.8,0,0,279.8,0,1.3,0,1009.3,0,1011.4,0,64.2,0,,0
90,º”√ ,2022-05-02 00:09,9.8,0,0,263.3,0,1.3,0,1009.3,0,1011.4,0,64.5,0,,0
90,º”√ ,2022-05-02 00:10,9.8,0,0,263.1,0,1.5,0,1009.3,0,1011.4,0,64.2,0,,0
90,º”√ ,2022-05-02 00:11,9.8,0,0,276.3,0,1.1,0,1009.2,0,1011.3,0,63.6,0,,0
90,º”√ ,2022-05-02 00:12,9.8,0,0,265,0,1.3,0,1009.2,0,1011.3,0,63.4,0,,0
90,º”√ ,2022-05-02 00:13,9.8,0,0,275.8,0,1.1,0,1009.2,0,1011.3,0,63.1,0,,0
90,º”√ ,2022-05-02 00:14,9.7,0,0,273.3,0,.8,0,1009.2,0,1011.3,0,63.2,0,,0
90,º”√ ,2022-05-02 00:15,9.6,0,0,277.6,0,1.2,0,1009.2,0,1011.3,0,63.8,0,,0
90,º”√ ,2022-05-02 00:16,9.6,0,0,279.5,0,1.4,0,1009.2,0,1011.3,0,63.9,0,,0
90,º”√ ,2022-05-02 00:17,9.6,0,0,270.2,0,.9,0,1009.2,0,1011.3,0,64.5,0,,0
90,º”√ ,2022-05-02 00:18,9.6,0,0,268.5,0,.8,0,1009.2,0,1011.3,0,64.7,0,,0
90,º”√ ,2022-05-02 00:19,9.5,0,0,280.9,0,1.3,0,1009.3,0,1011.4,0,65.3,0,,0
90,º”√ ,2022-05-02 00:20,9.5,0,0,268.3,0,1.4,0,1009.3,0,1011.4,0,65.6,0,,0
90,º”√ ,2022-05-02 00:21,9.4,0,0,276.4,0,1.1,0,1009.3,0,1011.4,0,65.5,0,,0
90,º”√ ,2022-05-02 00:22,9.4,0,0,270.9,0,1.1,0,1009.3,0,1011.4,0,65.2,0,,0
90,º”√ ,2022-05-02 00:23,9.4,0,0,276.7,0,1.4,0,1009.3,0,1011.4,0,64.9,0,,0
90,º”√ ,2022-05-02 00:24,9.4,0,0,271.3,0,1.3,0,1009.3,0,1011.4,0,64.8,0,,0
90,º”√ ,2022-05-02 00:25,9.4,0,0,275.7,0,1.4,0,1009.2,0,1011.3,0,64.5,0,,0
90,º”√ ,2022-05-02 00:26,9.5,0,0,273,0,1.3,0,1009.2,0,1011.3,0,63.8,0,,0
90,º”√ ,2022-05-02 00:27,9.5,0,0,270.6,0,1.4,0,1009.2,0,1011.3,0,63.6,0,,0
90,º”√ ,2022-05-02 00:28,9.5,0,0,271.9,0,1.5,0,1009.2,0,1011.3,0,63.2,0,,0
90,º”√ ,2022-05-02 00:29,9.5,0,0,277.3,0,1.7,0,1009.2,0,1011.3,0,62.9,0,,0
90,º”√ ,2022-05-02 00:30,9.6,0,0,280.1,0,2,0,1009.2,0,1011.3,0,62.7,0,,0
90,º”√ ,2022-05-02 00:31,9.6,0,0,271.2,0,1.7,0,1009.2,0,1011.3,0,62.3,0,,0
90,º”√ ,2022-05-02 00:32,9.6,0,0,272.8,0,1.6,0,1009.2,0,1011.3,0,62,0,,0
90,º”√ ,2022-05-02 00:33,9.6,0,0,272.4,0,1.9,0,1009.2,0,1011.3,0,61.8,0,,0
