¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,±‚ø¬(°∆C),±‚ø¬ QC«√∑°±◊,¥©¿˚∞≠ºˆ∑Æ(mm),«≥«‚(deg),«≥«‚ QC«√∑°±◊,«≥º”(m/s),«≥º” QC«√∑°±◊,«ˆ¡ˆ±‚æ–(hPa),«ˆ¡ˆ±‚æ– QC«√∑°±◊,«ÿ∏È±‚æ–(hPa),«ÿ∏È±‚æ– QC«√∑°±◊,Ω¿µµ(%),Ω¿µµ QC«√∑°±◊,¿œªÁ(MJ/m^2),¿œ¡∂(Sec)
90,º”√ ,2022-01-21 00:01,-5.2,0,0,275.1,0,1.4,0,1027.4,0,1029.7,0,69.2,0,,0
90,º”√ ,2022-01-21 00:02,-5.4,0,0,278.2,0,1.4,0,1027.4,0,1029.7,0,68.8,0,,0
90,º”√ ,2022-01-21 00:03,-5.5,0,0,278.5,0,1.5,0,1027.4,0,1029.7,0,68.8,0,,0
90,º”√ ,2022-01-21 00:04,-5.7,0,0,279.3,0,1.5,0,1027.4,0,1029.7,0,69.1,0,,0
90,º”√ ,2022-01-21 00:05,-5.9,0,0,283.4,0,1.5,0,1027.4,0,1029.7,0,69.7,0,,0
90,º”√ ,2022-01-21 00:06,-5.9,0,0,280.2,0,1.5,0,1027.4,0,1029.7,0,70.6,0,,0
90,º”√ ,2022-01-21 00:07,-5.9,0,0,279.3,0,1.6,0,1027.4,0,1029.7,0,71.2,0,,0
90,º”√ ,2022-01-21 00:08,-5.8,0,0,279.5,0,1.6,0,1027.4,0,1029.7,0,71.4,0,,0
90,º”√ ,2022-01-21 00:09,-5.8,0,0,275.4,0,1.7,0,1027.4,0,1029.7,0,71.3,0,,0
90,º”√ ,2022-01-21 00:10,-5.8,0,0,276.8,0,1.8,0,1027.4,0,1029.7,0,71.3,0,,0
90,º”√ ,2022-01-21 00:11,-5.7,0,0,278.1,0,1.8,0,1027.4,0,1029.7,0,71,0,,0
90,º”√ ,2022-01-21 00:12,-5.6,0,0,279.3,0,1.8,0,1027.4,0,1029.7,0,70.9,0,,0
90,º”√ ,2022-01-21 00:13,-5.5,0,0,279.3,0,1.7,0,1027.4,0,1029.7,0,70.6,0,,0
90,º”√ ,2022-01-21 00:14,-5.4,0,0,277.9,0,1.6,0,1027.4,0,1029.7,0,70,0,,0
90,º”√ ,2022-01-21 00:15,-5.3,0,0,275,0,1.6,0,1027.4,0,1029.7,0,69.4,0,,0
90,º”√ ,2022-01-21 00:16,-5.3,0,0,273.7,0,1.6,0,1027.4,0,1029.7,0,69.1,0,,0
90,º”√ ,2022-01-21 00:17,-5.3,0,0,275.2,0,1.6,0,1027.3,0,1029.6,0,68.8,0,,0
90,º”√ ,2022-01-21 00:18,-5.3,0,0,273,0,1.5,0,1027.3,0,1029.6,0,68.7,0,,0
90,º”√ ,2022-01-21 00:19,-5.2,0,0,264.1,0,1.5,0,1027.3,0,1029.6,0,68.6,0,,0
90,º”√ ,2022-01-21 00:20,-5.4,0,0,256.8,0,1.1,0,1027.3,0,1029.6,0,68.3,0,,0
90,º”√ ,2022-01-21 00:21,-5.5,0,0,251.3,0,.9,0,1027.3,0,1029.6,0,68.5,0,,0
90,º”√ ,2022-01-21 00:22,-5.7,0,0,249.6,0,.8,0,1027.3,0,1029.6,0,69,0,,0
90,º”√ ,2022-01-21 00:23,-5.8,0,0,249.1,0,.9,0,1027.3,0,1029.6,0,69.5,0,,0
90,º”√ ,2022-01-21 00:24,-6,0,0,241.7,0,1,0,1027.3,0,1029.6,0,70,0,,0
90,º”√ ,2022-01-21 00:25,-6,0,0,243.8,0,1,0,1027.3,0,1029.6,0,70.6,0,,0
90,º”√ ,2022-01-21 00:26,-6.1,0,0,257.4,0,1,0,1027.3,0,1029.6,0,70.9,0,,0
90,º”√ ,2022-01-21 00:27,-6.2,0,0,271.3,0,1,0,1027.3,0,1029.6,0,70.9,0,,0
90,º”√ ,2022-01-21 00:28,-6.4,0,0,289.4,0,1.4,0,1027.3,0,1029.6,0,71.1,0,,0
90,º”√ ,2022-01-21 00:29,-6.4,0,0,294.5,0,1.7,0,1027.3,0,1029.6,0,71.7,0,,0
90,º”√ ,2022-01-21 00:30,-6.3,0,0,286.3,0,2,0,1027.3,0,1029.6,0,72.4,0,,0
90,º”√ ,2022-01-21 00:31,-6.2,0,0,282.9,0,1.9,0,1027.4,0,1029.7,0,72.6,0,,0
90,º”√ ,2022-01-21 00:32,-6.1,0,0,275.3,0,1.6,0,1027.4,0,1029.7,0,72.3,0,,0
90,º”√ ,2022-01-21 00:33,-6,0,0,273,0,1.3,0,1027.4,0,1029.7,0,72.1,0,,0
90,º”√ ,2022-01-21 00:34,-5.9,0,0,276.2,0,1.3,0,1027.4,0,1029.7,0,71.6,0,,0
90,º”√ ,2022-01-21 00:35,-5.9,0,0,271.5,0,1.6,0,1027.4,0,1029.7,0,71.2,0,,0
90,º”√ ,2022-01-21 00:36,-5.9,0,0,270.8,0,1.6,0,1027.4,0,1029.7,0,70.8,0,,0
90,º”√ ,2022-01-21 00:37,-5.9,0,0,272.6,0,1.8,0,1027.4,0,1029.7,0,70.4,0,,0
90,º”√ ,2022-01-21 00:38,-5.9,0,0,273.7,0,2.1,0,1027.4,0,1029.7,0,70.3,0,,0
90,º”√ ,2022-01-21 00:39,-5.9,0,0,277.3,0,2,0,1027.4,0,1029.7,0,70.3,0,,0
90,º”√ ,2022-01-21 00:40,-5.8,0,0,280.7,0,2,0,1027.4,0,1029.7,0,70.1,0,,0
90,º”√ ,2022-01-21 00:41,-5.7,0,0,278.8,0,1.9,0,1027.4,0,1029.7,0,69.6,0,,0
90,º”√ ,2022-01-21 00:42,-5.7,0,0,275.4,0,1.4,0,1027.4,0,1029.7,0,69.2,0,,0
90,º”√ ,2022-01-21 00:43,-5.7,0,0,272.5,0,1.2,0,1027.4,0,1029.7,0,68.7,0,,0
90,º”√ ,2022-01-21 00:44,-5.8,0,0,273,0,1.4,0,1027.4,0,1029.7,0,68.3,0,,0
90,º”√ ,2022-01-21 00:45,-5.8,0,0,274.2,0,1.5,0,1027.4,0,1029.7,0,68.5,0,,0
90,º”√ ,2022-01-21 00:46,-5.8,0,0,275.7,0,1.6,0,1027.4,0,1029.7,0,69,0,,0
90,º”√ ,2022-01-21 00:47,-5.8,0,0,273.9,0,1.6,0,1027.4,0,1029.7,0,69.1,0,,0
90,º”√ ,2022-01-21 00:48,-5.7,0,0,275.4,0,1.6,0,1027.4,0,1029.7,0,68.8,0,,0
90,º”√ ,2022-01-21 00:49,-5.8,0,0,278.1,0,1.7,0,1027.4,0,1029.7,0,68.3,0,,0
90,º”√ ,2022-01-21 00:50,-5.8,0,0,281.2,0,1.7,0,1027.4,0,1029.7,0,68.4,0,,0
90,º”√ ,2022-01-21 00:51,-5.7,0,0,282.3,0,1.8,0,1027.4,0,1029.7,0,68.5,0,,0
90,º”√ ,2022-01-21 00:52,-5.7,0,0,285.3,0,1.9,0,1027.4,0,1029.7,0,68.5,0,,0
90,º”√ ,2022-01-21 00:53,-5.7,0,0,282.8,0,1.9,0,1027.4,0,1029.7,0,68.2,0,,0
90,º”√ ,2022-01-21 00:54,-5.7,0,0,284.4,0,1.9,0,1027.4,0,1029.7,0,67.9,0,,0
90,º”√ ,2022-01-21 00:55,-5.7,0,0,283.1,0,1.9,0,1027.4,0,1029.7,0,67.8,0,,0
90,º”√ ,2022-01-21 00:56,-5.6,0,0,282.7,0,1.8,0,1027.4,0,1029.7,0,67.7,0,,0
90,º”√ ,2022-01-21 00:57,-5.7,0,0,281.2,0,1.6,0,1027.4,0,1029.7,0,67.2,0,,0
90,º”√ ,2022-01-21 00:58,-5.7,0,0,281.2,0,1.6,0,1027.4,0,1029.7,0,67.2,0,,0
90,º”√ ,2022-01-21 00:59,-5.8,0,0,280.9,0,1.6,0,1027.4,0,1029.7,0,67.2,0,,0
90,º”√ ,2022-01-21 01:00,-5.9,0,0,280.9,0,1.5,0,1027.4,0,1029.7,0,67.3,0,,0
90,º”√ ,2022-01-21 01:01,-5.9,0,0,285,0,1.5,0,1027.4,0,1029.7,0,67.5,0,,0
90,º”√ ,2022-01-21 01:02,-5.9,0,0,288.4,0,1.5,0,1027.4,0,1029.7,0,67.8,0,,0
90,º”√ ,2022-01-21 01:03,-5.8,0,0,287.1,0,1.4,0,1027.4,0,1029.7,0,67.8,0,,0
90,º”√ ,2022-01-21 01:04,-5.8,0,0,286.3,0,1.4,0,1027.4,0,1029.7,0,67.8,0,,0
90,º”√ ,2022-01-21 01:05,-5.8,0,0,285,0,1.3,0,1027.4,0,1029.7,0,67.7,0,,0
90,º”√ ,2022-01-21 01:06,-5.8,0,0,279.7,0,1.2,0,1027.4,0,1029.7,0,67.5,0,,0
90,º”√ ,2022-01-21 01:07,-5.9,0,0,278.3,0,1.2,0,1027.4,0,1029.7,0,67.5,0,,0
90,º”√ ,2022-01-21 01:08,-5.9,0,0,278.4,0,1.3,0,1027.4,0,1029.7,0,67.4,0,,0
90,º”√ ,2022-01-21 01:09,-6,0,0,279.3,0,1.4,0,1027.4,0,1029.7,0,67.6,0,,0
90,º”√ ,2022-01-21 01:10,-5.9,0,0,276.9,0,1.1,0,1027.4,0,1029.7,0,67.9,0,,0
90,º”√ ,2022-01-21 01:11,-5.9,0,0,274.8,0,1.3,0,1027.4,0,1029.7,0,68,0,,0
90,º”√ ,2022-01-21 01:12,-5.7,0,0,276.3,0,1.7,0,1027.4,0,1029.7,0,68.1,0,,0
